article_id,chunk_id,root_name,root_type,chunk_text
"55","6","Tăng huyết áp thai kỳ","topic","Thai kỳ nguy cơ cao: Thai kì có các bệnh lý mãn tính như tăng huyết áp được xếp nhóm nguy cơ cao. Cần theo dõi sát tại trung tâm chẩn đoán trước sinh và đơn vị sơ sinh để giảm biến chứng và có sự chăm sóc đặc biệt cho trẻ sau sinh."
"55","7","Tăng huyết áp thai kỳ","topic","Ảnh hưởng đến thai nhi: Bạn có thể bị tăng huyết áp mãn tính nhưng vẫn có thể sinh ra những em bé khỏe mạnh. Tuy nhiên, tăng huyết áp mãn tính có khả năng gây ra những ảnh hưởng không tốt đối với sự phát triển của thai nhi."
"55","8","Tăng huyết áp thai kỳ","topic","Những vấn đề có thể xảy ra cho thai nhi khi mẹ bị tăng huyết áp: Thai chậm tăng trưởng trong tử cung; Nguy cơ cao mắc các vấn đề hô hấp trước hoặc trong khi chuyển dạ; Nguy cơ nhau bong non cao hơn; Có thể xảy ra tác dụng phụ từ các loại thuốc bạn đang dùng."
"55","9","Tăng huyết áp thai kỳ","topic","Kiểm soát huyết áp khi mang thai: mặc dù chưa có cách chữa khỏi triệt để tăng huyết áp mạn tính, nhưng có nhiều biện pháp quản lý. Chăm sóc sức khỏe mẹ chính là chăm sóc sức khỏe thai nhi tốt nhất."
"55","10","Tăng huyết áp thai kỳ","topic","Biện pháp kiểm soát: Ăn uống lành mạnh, giảm muối; Dùng thuốc hạ áp theo chỉ định; Khám thai đầy đủ; Tập thể dục đều đặn (hoặc nghỉ ngơi theo chỉ định nếu có tiền sản giật); Không hút thuốc, không uống rượu bia, không dùng ma túy; Theo dõi cân nặng và tránh tăng cân quá nhiều."

"56","1","Tiểu đường thai kỳ","topic","Nhiều phụ nữ bị sốc khi phát hiện ra rằng mình mắc tiểu đường thai kỳ vì thường không có dấu hiệu cụ thể."
"56","2","Tiểu đường thai kỳ","topic","Các dấu hiệu điển hình của tiểu đường: đi tiểu thường xuyên hơn, khát nước nhiều hơn, cực kỳ mệt mỏi. Tuy nhiên, trong tiểu đường thai kỳ, những dấu hiệu này ít phổ biến và cũng thường xảy ra trong thai kỳ nên dễ bị bỏ qua."
"56","3","Tiểu đường thai kỳ","topic","Kiểm soát đường huyết khi mang thai vô cùng quan trọng đối với sức khỏe của mẹ và bé. Ở một số phụ nữ, tiểu đường thai kỳ có thể kiểm soát bằng chế độ ăn uống và hoạt động thể chất, nhưng nhiều trường hợp cần dùng thuốc, bao gồm tiêm insulin."
"56","4","Tiểu đường thai kỳ","topic","Nữ hộ sinh, bác sĩ, y tá và chuyên gia dinh dưỡng sẽ làm việc với bạn để đặt mục tiêu đường huyết. Theo dõi mức đường huyết chính xác và đạt mục tiêu sẽ giúp giảm nguy cơ biến chứng, tăng cơ hội mang thai khỏe mạnh."
"56","5","Tiểu đường thai kỳ","topic","Nếu tiểu đường thai kỳ không được kiểm soát đúng cách, nguy cơ biến chứng sẽ tăng lên."
"56","6","Tiểu đường thai kỳ","topic","Đường huyết cao kéo dài có thể dẫn đến: cần phải giục sinh, sinh mổ, sinh con lớn hơn bình thường (thai to), gây khó khăn và căng thẳng cho em bé khi sinh."
"56","7","Tiểu đường thai kỳ","topic","Trẻ sơ sinh có nguy cơ bị hạ đường huyết sơ sinh, hoặc thậm chí tử vong chu sinh (thai chết lưu từ tuần 28 đến 7 ngày sau sinh)."
"56","8","Tiểu đường thai kỳ","topic","Về lâu dài, trẻ sinh ra từ mẹ bị tiểu đường thai kỳ có nguy cơ thừa cân hoặc béo phì cao hơn và/hoặc phát triển bệnh tiểu đường type 2. Việc kiểm soát cân nặng, duy trì chế độ ăn uống lành mạnh và hoạt động thể chất sẽ giúp giảm nguy cơ này."


"57","1","Quần áo cho bà bầu","Topic","Trang phục khi mang thai cần mềm mại, thoải mái, cho phép bụng mở rộng để mẹ và bé dễ chịu."
"57","2","Quần áo cho bà bầu","Topic","Ngày xưa, phụ nữ mang thai mặc đồ cũ, ít quan tâm bề ngoài. Ngày nay, họ cần trang phục vừa thoải mái vừa đẹp để đi làm, giao tiếp, du lịch."
"57","3","Quần áo cho bà bầu","Topic","Phong cách: có người chọn dịu dàng, có người khoe bụng, có người muốn che giấu. Thời trang đa dạng đáp ứng các lựa chọn."
"57","4","Quần áo cho bà bầu","Topic","Nguyên tắc chọn đồ: nhẹ, thoải mái, không quá chật. Có thể mặc truyền thống, đồ hỗ trợ bụng, miễn là tự tin."
"57","5","Quần áo cho bà bầu","Topic","Yếu tố chọn đồ: tùy lối sống, công việc, ngân sách. Quần áo cần rộng, dễ thở, thay đổi theo từng tuần thai."
"57","6","Quần áo cho bà bầu","Topic","Phù hợp túi tiền: nên chọn đồ chất lượng tốt. Gợi ý: áo vạt chéo, áo dài thân bằng vải mềm, cotton, thoáng khí. Tránh họa tiết đậm, chọn áo sơ mi dài thân."
"57","7","Quần áo cho bà bầu","Topic","Ưu tiên thoải mái: quần bầu lưng thun, váy suông, không cản trở lưu thông máu hay cử động của thai nhi."
"57","8","Quần áo cho bà bầu","Topic","Kích cỡ: cần đủ rộng cho ngực và bụng, chọn size lớn hơn khi thai kỳ tiến triển."
"57","9","Quần áo cho bà bầu","Topic","Trang phục công sở: 3 tháng đầu có thể mặc bình thường; các tháng sau cần size lớn. Nên chọn đồ thoáng mát, màu sáng, áo sơ mi rộng, váy suông."
"57","10","Quần áo cho bà bầu","Topic","Quần áo tập thể dục: cần thoáng, co giãn, chất liệu cotton/lycra/spandex, thấm hút mồ hôi, tránh bó chặt. Chừa không gian cho bụng."
"57","11","Quần áo cho bà bầu","Topic","Áo ngực: ngực lớn và nhạy cảm, cần áo mới bằng cotton, hỗ trợ lưng và vai, đảm bảo thoải mái."
"57","12","Quần áo cho bà bầu","Topic","Giày dép: nên dùng dép bệt hoặc giày đế bằng, tránh giày cao gót."


"58","1","Sử dụng thuốc trong thai kỳ","Topic","Tránh sử dụng thuốc trong khi mang thai rất quan trọng vì có thể gây hại cho sự phát triển thai nhi. Không chỉ ma túy bất hợp pháp như cần sa, cocaine, methamphetamine, mà cả thuốc kê đơn, caffeine và rượu đều có nguy cơ ảnh hưởng lâu dài đến thai nhi."
"58","2","Sử dụng thuốc trong thai kỳ","Topic","Người mẹ có thể không gặp vấn đề, nhưng thai nhi chịu tác động nặng nề. Mẹ nghiện ma túy dễ sinh ra 'em bé ma túy' với nhiều vấn đề phát triển. Nếu mẹ hút thuốc, uống rượu, dùng caffein, cần sa, cocaine hoặc methamphetamine thì thai nhi cũng bị ảnh hưởng."
"58","3","Sử dụng thuốc trong thai kỳ","Topic","Sử dụng thuốc trong thai kỳ làm tăng nguy cơ dị tật bẩm sinh, sinh non, trẻ nhẹ cân, thai chết lưu. Cần sa, rượu, cocaine có thể gây bất thường hành vi, ảnh hưởng trí nhớ và sự tập trung, thay đổi cấu trúc não bộ của trẻ kéo dài đến tuổi thiếu niên."
"58","4","Sử dụng thuốc trong thai kỳ","Topic","Cocaine có tác động ngay ở mẹ nhưng ảnh hưởng lâu dài ở trẻ. Trẻ sinh ra từ mẹ dùng cocaine có nguy cơ chậm phát triển nhận thức, giảm chú ý và khó khăn học tập."
"58","5","Thuốc gây hậu quả nghiêm trọng","Topic","Cocaine: gây tật đầu nhỏ, IQ thấp, dị tật đường tiết niệu, tim, đột quỵ thai nhi. Methamphetamine: tăng nguy cơ sẩy thai, sinh non, trẻ nhẹ cân, khó ăn uống. Cần sa: tăng nguy cơ sinh non, nhẹ cân, hội chứng cai sơ sinh (khóc nhiều, run rẩy)."
"58","6","Hút thuốc trong thai kỳ","Topic","Hút thuốc lá truyền nicotine và hóa chất gây ung thư cho thai nhi, làm tăng nguy cơ dị tật tim bẩm sinh (thông liên thất, thông liên nhĩ), nhiều trẻ tử vong trong năm đầu hoặc tàn tật lâu dài. Cũng gây ảnh hưởng đến nhau thai, tăng nguy cơ nhẹ cân, sinh non, hở hàm ếch và hội chứng đột tử ở trẻ sơ sinh (SIDS)."
"58","7","Rượu trong thai kỳ","Topic","Uống rượu gây Hội chứng nghiện rượu bào thai (FAS) và Rối loạn thai nhi do rượu (FASD): bất thường khuôn mặt, chậm tăng trưởng, rối loạn thần kinh trung ương, thiểu năng trí tuệ, kém tập trung, khuyết tật thể chất (nghe, nhìn). Không có mức độ an toàn khi uống rượu khi mang thai."
"58","8","Caffeine trong thai kỳ","Topic","Caffeine là chất kích thích hợp pháp, có trong cà phê, soda, sôcôla. Lượng lớn caffeine có thể gây khó chịu và sinh con nhẹ cân. FDA từng cảnh báo về độc tính của caffeine. Phụ nữ mang thai nên hạn chế caffein."
"58","9","Thuốc kê đơn và không kê đơn","Topic","Một số thuốc kê đơn hoặc không kê đơn có thể gây hại cho thai nhi. Ảnh hưởng của nhiều thuốc chưa được nghiên cứu rõ trên phụ nữ mang thai. FDA yêu cầu báo cáo và dán nhãn thuốc về tác dụng trong thai kỳ."
"58","10","Thuốc kê đơn và không kê đơn","Topic","Một số phụ nữ buộc phải dùng thuốc khi mang thai (hen, động kinh, tăng huyết áp, trầm cảm). Luôn hỏi ý kiến bác sĩ trước khi dùng bất kỳ loại thuốc nào, kể cả OTC, vitamin, thảo dược."
"58","11","Thống kê lạm dụng thuốc","Topic","Theo khảo sát SAMHSA Mỹ năm 2013: 5,4% phụ nữ mang thai (18–44 tuổi) uống rượu trong 3 tháng đầu, 4,8% trong 3 tháng giữa, 2,4% trong 3 tháng cuối. Tỷ lệ tương tự với cần sa và thuốc lá."
"58","12","Thuốc an toàn trong thai kỳ","Topic","Một số ít thuốc kê đơn và không kê đơn được coi là an toàn. Khuyến nghị: đọc nhãn thuốc, hỏi bác sĩ trước khi dùng thảo dược hoặc chế phẩm chưa kiểm chứng. FDA khuyến cáo tránh aspirin và ibuprofen trong 3 tháng cuối, trừ khi có chỉ định bác sĩ. Nên dùng vitamin trước sinh an toàn theo hướng dẫn bác sĩ."

"59","1","Say tàu xe khi mang thai","topic","Phụ nữ mang thai thường dễ bị say tàu xe hơn. Đây là tình trạng phổ biến khi đi ô tô, máy bay hoặc tàu thuyền, gây buồn nôn và nôn. Một số người chỉ bị trong thai kỳ, số khác có sẵn từ trước và tăng lên lúc mang thai."
"59","2","Say tàu xe khi mang thai","topic","Nguyên nhân: xe di chuyển chậm gây mất cân bằng trong tai; ăn quá no; không khí ngột ngạt hoặc nhiều khói; não nhận tín hiệu nhầm do bất đồng giữa chuyển động dự kiến và thực tế; rối loạn chất dẫn truyền thần kinh."
"59","3","Say tàu xe khi mang thai","topic","Triệu chứng: đau đầu nhẹ, buồn nôn, mệt mỏi, chóng mặt, yếu sức; trong trường hợp nặng có thể lo lắng, tăng tiết nước bọt, đổ mồ hôi, xanh xao, nôn nhiều dẫn đến mất nước. Thường hết khi ngừng di chuyển, đôi khi kéo dài đến 3 ngày."
"59","4","Say tàu xe khi mang thai","topic","Điều trị: dùng thuốc kháng Histamine (Diphenhydramine, Dimenhydrinate) 30 phút trước chuyến đi; Scopolamine dạng dán 12 giờ trước đi; Meclizine cho hiệu quả lâu dài; bổ sung Vitamin B6; chọn vị trí ngồi ít rung lắc (ghế trước xe, sau cánh máy bay, giữa thuyền) hoặc đeo vòng bấm huyệt."
"59","5","Say tàu xe khi mang thai","topic","Lời khuyên: chứng say tàu xe khi mang thai có thể kiểm soát bằng thuốc và biện pháp tự nhiên. Trước khi dùng thuốc cần tham khảo ý kiến bác sĩ để đảm bảo an toàn cho mẹ và bé."


"60","1","Trầm cảm khi mang thai","Topic","Trẻ em có mẹ bị trầm cảm khi mang thai có nhiều khả năng bị chậm phát triển. Nguy cơ chậm phát triển tâm thần – vận động ở những trẻ có mẹ bị trầm cảm trong khi mang thai có thể lên đến 34%, và nguy cơ này có thể lên đến 50% nếu bà mẹ cũng mắc trầm cảm sau sinh."
"60","2","Trầm cảm khi mang thai","Topic","Các nghiên cứu trước đây đã chỉ ra sự liên quan giữa trầm cảm sau sinh với quá trình phát triển của trẻ, còn mục tiêu của nghiên cứu này là tìm xem liệu có sự liên quan giữa trầm cảm trong khi mang thai và quá trình phát triển của trẻ hay không. Nghiên cứu này không thể đưa ra kết luận rằng trầm cảm bất kì thời điểm nào cũng là nguyên nhân gây chậm phát triển bởi vì chậm phát triển của trẻ có rất nhiều nguyên nhân khác như y tế, di truyền và xã hội/môi trường."
"60","3","Trầm cảm khi mang thai","Topic","Các bà mẹ bị trầm cảm trong thai kì hoặc sau sinh không nên lo lắng quá rằng bệnh lý của họ có thể gây ra tình trạng chậm phát triển của con sau này. Nghiên cứu này nhấn mạnh tần suất trầm cảm khi mang thai và việc làm mẹ sớm; nó cũng nhấn mạnh sự cần thiết cho những người chăm sóc sức khỏe phải cảnh giác với các dấu hiệu trầm cảm, và để đảm bảo rằng các bà mẹ và em bé của họ nhận được sự chăm sóc và hỗ trợ cần thiết."
"60","4","Trầm cảm khi mang thai","Topic","Nghiên cứu này được thiết kế như thế nào? Trong nghiên cứu đoàn hệ tương lai này, mục đích nghiên cứu nhằm kiểm tra mối liên quan giữa trầm cảm của mẹ khi mang thai với sự phát triển của trẻ lúc 18 tháng tuổi. Nghiên cứu này sử dụng dữ liệu từ Nghiên cứu theo dõi dọc của cha mẹ và trẻ em Avon (ALSPAC)."
"60","5","Trầm cảm khi mang thai","Topic","Nghiên cứu đã chọn tất cả phụ nữ mang thai trong khoảng thời gian từ tháng 4 năm 1991 đến tháng 12 năm 1992 – tổng cộng có 14.062 em bé. Thông tin kinh tế xã hội, các thông tin về gia đình và các dữ liệu khác được thu thập ở tuần 18 và 32 của thai kỳ. Những người phụ nữ đã điền câu trả lời vào bảng 10 câu hỏi EPDS."
"60","6","Trầm cảm khi mang thai","Topic","Các nhà nghiên cứu đã chia những người phụ nữ trong nghiên cứu thành 3 nhóm trầm cảm trước sinh: những người có tổng điểm thấp hơn ngưỡng, những người có điểm số lớn hơn hoặc bằng ngưỡng một lần, và những người có điểm số lớn hơn hoặc bằng ngưỡng trầm cảm hai lần trong thai kỳ. Ba ngưỡng khác nhau đã được dùng: 9 hoặc 10, 12 hoặc 13, và 14 hoặc 15 điểm."
"60","7","Trầm cảm khi mang thai","Topic","Sự chậm phát triển ở trẻ được đánh giá bằng cách sử dụng một phiên bản sửa đổi của Thử nghiệm sàng lọc phát triển Denver (DDST), do cha mẹ hoàn thành. Trẻ được xem là chậm phát triển nếu chúng không hoàn thành nhiều hơn một mục trong bảng câu hỏi."
"60","8","Trầm cảm khi mang thai","Topic","Các kiểm định thống kê được sử dụng để tìm mối quan hệ giữa trầm cảm, chậm phát triển và các yếu tố khác, bao gồm trầm cảm mẹ, trầm cảm trước khi mang thai, trầm cảm và lo âu của bố, giới tính, dân tộc, nhân khẩu học và các sự kiện cuộc sống."
"60","9","Trầm cảm khi mang thai","Topic","Kết quả: nghiên cứu thực hiện trên 11.098 thai phụ, trong đó 9.244 trường hợp có dữ liệu đầy đủ về phát triển của trẻ 18 tháng sau sinh. 14% thai phụ trầm cảm trong thai kỳ (cả hai thời điểm), 1,4% trầm cảm cả trong và sau sinh, 4,8% chỉ trầm cảm sau sinh. 9% trẻ chậm phát triển ở 18 tháng tuổi."
"60","10","Trầm cảm khi mang thai","Topic","Khi dùng ngưỡng 9/10, thai phụ trầm cảm ở cả tuần 18 và 32 có nguy cơ sinh con chậm phát triển cao hơn 34%. Với ngưỡng 12/13, nguy cơ tăng 50%. Ngưỡng 14/15 không có ý nghĩa. Không có mối liên quan với trầm cảm chỉ tại một thời điểm."
"60","11","Trầm cảm khi mang thai","Topic","Khi tính cả trầm cảm sau sinh, nguy cơ chậm phát triển ở trẻ giảm nhưng vẫn có ý nghĩa với ngưỡng 10/11 và 12/13. Không có ý nghĩa với ngưỡng 14/15."
"60","12","Trầm cảm khi mang thai","Topic","Các nhà nghiên cứu kết luận rằng một số ảnh hưởng đối với sự phát triển sớm của trẻ có thể là do trầm cảm khi mang thai chứ không chỉ do trầm cảm sau sinh. Nghiên cứu nhấn mạnh sự phổ biến của trầm cảm khi mang thai và sự cần thiết của chăm sóc sức khỏe tâm thần cho thai phụ."
"60","13","Trầm cảm khi mang thai","Topic","Hạn chế: không thể kết luận quan hệ nhân quả; sự phát triển chậm ở 18 tháng chưa chắc phản ánh kết quả về sau; dữ liệu dựa trên báo cáo của cha mẹ; cỡ mẫu lớn nhưng vẫn hạn chế; đa số đối tượng là người Anh da trắng nên khó khái quát hóa."
"60","14","Trầm cảm khi mang thai","Topic","Trầm cảm trong thai kỳ và sau sinh thường xảy ra đột ngột, gây lo âu cho gia đình. Quan trọng là nhân viên y tế cần cảnh giác và hỗ trợ để đảm bảo mẹ và bé được chăm sóc đầy đủ."



"62","1","Thai ngoài tử cung","Topic","Thai ngoài tử cung (TNTC) xảy ra khi một trứng đã thụ tinh phát triển bên ngoài tử cung, thường ở ống dẫn trứng. Khi phát triển, TNTC có thể làm vỡ ống dẫn trứng, gây xuất huyết nội nghiêm trọng, đe dọa tính mạng và cần điều trị phẫu thuật."
"62","2","Thai ngoài tử cung","Topic","Những ai có nguy cơ bị thai ngoài tử cung? Phụ nữ có ống dẫn trứng bất thường, từng bị TNTC, vô sinh, phẫu thuật vùng chậu/bụng, lạc nội mạc tử cung, bệnh lây truyền qua đường tình dục, phẫu thuật ống dẫn trứng trước đó. Yếu tố khác: hút thuốc, phơi nhiễm DES, lớn tuổi."
"62","3","Thai ngoài tử cung","Topic","Triệu chứng của thai ngoài tử cung: xuất huyết âm đạo bất thường, đau vùng bụng hoặc vùng chậu dữ dội, đau lan lên vai do máu tràn vào cơ hoành, mệt mỏi, chóng mặt hay ngất xỉu do mất máu."
"62","4","Thai ngoài tử cung","Topic","Chẩn đoán thai ngoài tử cung: khám vùng chậu, kiểm tra huyết áp và mạch, siêu âm để phát hiện dấu hiệu thai kỳ, xét nghiệm máu định lượng hCG nhiều lần để theo dõi nồng độ."
"62","5","Thai ngoài tử cung","Topic","Điều trị thai ngoài tử cung: nội khoa (thuốc ngăn sự phát triển của thai và cơ thể hấp thụ dần) khi thai còn nhỏ, chưa vỡ ống dẫn trứng. Ngoại khoa (phẫu thuật nội soi hoặc mổ hở) để lấy thai và có thể cắt bỏ một phần hoặc toàn bộ ống dẫn trứng."
"62","6","Thai ngoài tử cung","Topic","Khả năng có thai sau phẫu thuật: nếu ống dẫn trứng còn nguyên vẹn, phụ nữ vẫn có thể mang thai bình thường nhưng nguy cơ bị lại thai ngoài tử cung cao hơn."

"64","1","Tiểu đường thai kỳ","topic","Tiểu đường thai kỳ là bệnh đái tháo đường được phát hiện lần đầu ở phụ nữ mang thai. Một số trường hợp đã có tiểu đường nhẹ từ trước nhưng chưa chẩn đoán."
"64","2","Tiểu đường thai kỳ","topic","Đái tháo đường là tình trạng lượng glucose trong máu cao. Glucose là nguồn năng lượng chính của cơ thể, khi quá cao sẽ gây vấn đề sức khỏe."
"64","3","Tiểu đường thai kỳ","topic","Nguyên nhân: khi mang thai, cơ thể kháng insulin nhẹ để tăng đường cho thai. Nếu insulin sản xuất thêm không đủ, sẽ dẫn đến tiểu đường thai kỳ."
"64","4","Tiểu đường thai kỳ","topic","Tất cả phụ nữ mang thai đều được kiểm tra tiểu đường thai kỳ, thường từ tuần 24–28, có thể sớm hơn nếu có nguy cơ. Xét nghiệm máu đo glucose hoặc hỏi tiền sử."
"64","5","Tiểu đường thai kỳ","topic","Đa số tiểu đường thai kỳ biến mất sau sinh nhưng làm tăng nguy cơ tiểu đường sau này. Nếu có sẵn tiểu đường nhẹ trước mang thai thì sẽ kéo dài suốt đời."
"64","6","Tiểu đường thai kỳ","topic","Nguy cơ cao: phụ nữ trên 25 tuổi, thừa cân, từng bị tiểu đường thai kỳ, đã sinh con rất lớn, có người thân bị tiểu đường, từng thai chết lưu, hoặc thuộc nhóm chủng tộc nguy cơ cao."
"64","7","Tiểu đường thai kỳ","topic","Ảnh hưởng thai kỳ: làm tăng nguy cơ sinh con rất lớn (macrosomia), tăng nguy cơ cao huyết áp và tiền sản giật, dễ phải mổ lấy thai."
"64","8","Tiểu đường thai kỳ","topic","Ảnh hưởng đến trẻ: có thể gặp vấn đề hô hấp, hạ đường huyết, vàng da. Kiểm soát đường huyết tốt sẽ giảm nguy cơ này."
"64","9","Tiểu đường thai kỳ","topic","Ảnh hưởng lâu dài: mẹ có nguy cơ cao mắc tiểu đường sau này; con cũng tăng nguy cơ tiểu đường hoặc béo phì, cần theo dõi sức khỏe."
"64","10","Tiểu đường thai kỳ","topic","Kiểm soát: theo dõi đường máu hàng ngày, ăn uống lành mạnh, tập thể dục thường xuyên, đôi khi cần thuốc."
"64","11","Tiểu đường thai kỳ","topic","Điều trị: đa số kiểm soát bằng chế độ ăn và tập luyện. Nếu không đủ sẽ dùng thuốc hoặc insulin để giữ đường máu ổn định."
"64","12","Tiểu đường thai kỳ","topic","Sinh nở: phần lớn vẫn có thể sinh thường, nhưng nguy cơ mổ lấy thai cao hơn. Có thể cần kích thích sinh sớm để tránh biến chứng."
"64","13","Tiểu đường thai kỳ","topic","Sau sinh: cần xét nghiệm lại đường huyết 6–12 tuần. Nếu bình thường, kiểm tra định kỳ mỗi 3 năm. Con cũng cần được theo dõi yếu tố nguy cơ tiểu đường trong quá trình lớn lên."

"65","1","Tiểu đường tiền thai kỳ","topic","Bệnh tiểu đường xảy ra khi insulin không đủ hoặc cơ thể kháng insulin. Glucose không vào tế bào mà tích tụ trong máu, gây tăng đường huyết và hại cơ thể. Đây là bệnh tiểu đường tiền thai kỳ nếu có trước khi mang thai."
"65","2","Tiểu đường tiền thai kỳ","topic","Đường huyết cao kéo dài có thể dẫn đến các biến chứng tim, thận và nhiều vấn đề sức khỏe nghiêm trọng."
"65","3","Tiểu đường tiền thai kỳ","topic","Nếu không kiểm soát tốt, tiểu đường tiền thai kỳ gây biến chứng trong thai kỳ: dị tật bẩm sinh, cao huyết áp, đa ối, thai to, sinh non, mổ lấy thai khó khăn."
"65","4","Tiểu đường tiền thai kỳ","topic","Trẻ sinh từ mẹ tiểu đường tiền thai kỳ có thể bị hô hấp kém, hạ đường huyết, vàng da. Đa số trẻ khỏe sau sinh nhưng một số cần chăm sóc đặc biệt."
"65","5","Tiểu đường tiền thai kỳ","topic","Phụ nữ tiểu đường nên nói với bác sĩ trước khi mang thai để kiểm soát đường huyết. Nồng độ đường cao sớm có thể gây dị tật khi cơ quan bé phát triển trong 8 tuần đầu."
"65","6","Tiểu đường tiền thai kỳ","topic","Kiểm soát đường huyết trong thai kỳ gồm: ăn uống đúng cách, tập thể dục, dùng thuốc theo chỉ định, khám thai thường xuyên."
"65","7","Tiểu đường tiền thai kỳ","topic","Mức độ kiểm soát đường máu được đánh giá bằng xét nghiệm HbA1C, phản ánh nồng độ đường trung bình trong 4–6 tuần qua."
"65","8","Tiểu đường tiền thai kỳ","topic","Mang thai có thể gây hạ đường huyết do bỏ bữa, ăn ít, tập quá sức. Triệu chứng gồm chóng mặt, run, đói đột ngột, vã mồ hôi, yếu. Gia đình cần biết cách xử trí."
"65","9","Tiểu đường tiền thai kỳ","topic","Chế độ ăn cân bằng rất quan trọng để nuôi thai và duy trì đường huyết ổn định. Ăn uống không đúng có thể làm đường máu quá cao hoặc quá thấp."
"65","10","Tiểu đường tiền thai kỳ","topic","Tập thể dục giúp kiểm soát đường huyết, cân nặng, tăng năng lượng, cải thiện giấc ngủ, giảm đau lưng, táo bón và đầy hơi."
"65","11","Tiểu đường tiền thai kỳ","topic","Trong thai kỳ, liều insulin thường phải tăng. Insulin an toàn, không gây dị tật. Người dùng bơm insulin thường có thể tiếp tục, nhưng đôi khi cần chuyển sang tiêm."
"65","12","Tiểu đường tiền thai kỳ","topic","Nếu đang dùng thuốc uống, bác sĩ có thể đổi liều hoặc chuyển sang insulin để an toàn trong thai kỳ."
"65","13","Tiểu đường tiền thai kỳ","topic","Trong chuyển dạ, đường huyết được theo dõi chặt chẽ (thường mỗi giờ). Có thể dùng insulin tĩnh mạch. Người dùng bơm insulin có thể tiếp tục trong quá trình này."
"65","14","Tiểu đường tiền thai kỳ","topic","Phụ nữ tiểu đường có thể cho con bú. Sữa mẹ tốt cho bé, giúp mẹ giảm cân sau sinh và tử cung hồi phục nhanh hơn."

"66","1","Du lịch trong thai kỳ","Topic","Thời gian nào tốt nhất để đi du lịch trong thai kỳ? Thời gian tốt nhất để đi du lịch có lẽ là giữa thai kỳ của bạn, trong khoảng tuần thứ 14 đến tuần thứ 28. Hầu hết các trường hợp cấp cứu sản khoa phổ biến thường xảy ra trong quý I và quý II. Sau 28 tuần, bạn sẽ cảm thấy di chuyển khó khăn hơn hoặc khó ngồi được lâu ở một tư thế."
"66","2","Du lịch trong thai kỳ","Topic","Cần làm gì trên một chuyến xe dài trong thai kỳ? Trong suốt chuyến đi, mỗi ngày hãy chỉ lái xe trong thời gian ngắn. Cố gắng hạn chế lái xe không quá 5 hoặc 6 giờ mỗi ngày. Phải chắc chắn đeo dây an toàn khi ngồi vào xe, ngay cả khi xe của bạn có túi khí. Có kế hoạch dừng xe thường xuyên để cử động và duỗi thẳng chân."
"66","3","Du lịch trong thai kỳ","Topic","Lưu ý khi đi máy bay. Một số hãng hàng không nội địa hạn chế phụ nữ mang thai đi lại bằng máy bay trong tháng cuối của thai kỳ hoặc yêu cầu phải có giấy chứng nhận y tế; một số hãng khác thì không khuyến khích bay đối với phụ nữ mang thai trên 36 tuần. Nếu bạn đang định bay quốc tế, thì các hãng hàng không quốc tế thường yêu cầu ngừng bay sớm hơn mốc này."
"66","4","Du lịch trong thai kỳ","Topic","Khi đi du lịch bằng đường hàng không, những điều sau có thể giúp cho chuyến đi của bạn thoải mái dễ chịu hơn: Nếu có thể, hãy chọn chỗ ngồi ngay lối đi, như thế bạn sẽ dễ dàng đứng dậy và duỗi thẳng chân trong khi bay. Tránh các loại thực phẩm và đồ uống có ga trước khi bay. Đeo dây an toàn trong suốt chuyến bay. Dây an toàn nên được thắt thấp trên xương hông, dưới bụng của bạn. Nếu bạn dễ bị buồn nôn, bác sĩ có thể kê toa thuốc chống buồn nôn cho bạn."
"66","5","Du lịch trong thai kỳ","Topic","Du lịch bằng thuyền. Để đề phòng, bạn hãy hỏi bác sĩ xem những loại thuốc nào an toàn để bạn có thể mang theo phòng khi bị say sóng. Những vòng băng đeo chống say sóng có thể giúp ích cho một số người, mặc dù có rất ít bằng chứng khoa học về hiệu quả của chúng. Những vòng băng này hoạt động trên nguyên tắc bấm huyệt để giúp phòng tránh rối loạn dạ dày."
"66","6","Du lịch trong thai kỳ","Topic","Một vấn đề cần lưu tâm đối với hành khách đi tàu du lịch là nhiễm norovirus. Norovirus là một nhóm các vi rút có thể gây buồn nôn và nôn mửa nhiều trong 1 hoặc 2 ngày. Bệnh này rất dễ lây và có thể lây lan nhanh chóng trên khắp cả tàu du lịch. Mọi người có thể bị nhiễm bệnh do ăn phải thức ăn, uống nước bị nhiễm hoặc chạm phải những chỗ có vi rút. Trước khi bạn mua vé tàu du lịch, hãy kiểm tra xem tàu của bạn đã được kiểm tra về độ an toàn và sức khỏe bởi cơ quan y tế liên quan chưa."
